data,label,teks_stemmed
kedai tarik lantai foodcourt istana plaza bandung bikin menarik memesan langsung adonan tepung siapkan menggebrak meja proses pembuatan menarik suara gebrakan meja laugh lanjutan,positive,kedai tarik lantai foodcourt istana plaza bandung bikin tarik mes langsung adon tepung siap gebrak meja proses buat tarik suara gebrak meja laugh lanjut
disebelah gramedia jalan merdeka lokasi mudah ditemukan ditambah logo super sadar resto parkiran luas kadang pertimbangan makan kafe ruangan dibagi ruangan smoking,positive,belah gramedia jalan merdeka lokasi mudah temu tambah logo super sadar resto parkir luas kadang timbang makan kafe ruang bagi ruang smoking
restoran tersembunyi simpang dago permata tersembunyi bandung parkir luas suasana pelayanan cepat terpenting masakan mencoba steak menu andalan schaschlik enak daging empuk saus baked mashed potato enak harga mahal sebanding,positive,restoran sembunyi simpang dago permata sembunyi bandung parkir luas suasana layan cepat penting masakan coba steak menu andal schaschlik enak daging empuk saus baked mashed potato enak harga mahal banding
setuju kebijakan menteri susi dituntaskan,neutral,tuju bijak menteri sus tuntas
nasi goreng variasi kerasa khas nusantara rempah khas indonesia level pedas bervariasi pribadi suka,positive,nasi goreng variasi rasa khas nusantara rempah khas indonesia level pedas variasi pribadi suka
warung steak rekomendasikan bandung warung steak fine dining bistro manage your expectation terletak sudut perempatan cicendo pajajaran berseberangan pabrik kina kimia farma harga makanan minuman merakyat keluarga orang kualitas pelayanan porsi menu bervariasi terbarat baratan timur timuran tersedia ruang lanjutan,positive,warung steak rekomendasi bandung warung steak fine ning bistro manage your expectation letak sudut empat cicendo pajajaran berangan pabrik kina kimia farma harga makan minum rakyat keluarga orang kualitas layan porsi menu variasi barat barat timur timur sedia ruang lanjut
makanan ayam fried chicken khas stabil cabang pendapat pribadi ayam ayam fried chicken terenak kelas lokasi strategis nongkrong starbucks burger king penyewa bagus,positive,makan ayam fried chicken khas stabil cabang dapat pribadi ayam ayam fried chicken enak kelas lokasi strategis nongkrong starbucks burger king sewa bagus
terhormat tolong pesan langsung,neutral,hormat tolong pesan langsung
kelezatan batagor siomay kingsley terletak kandungan ikan tenggiri bahan baku berpadu bumbu rempah pilihan kedai padat pengunjung tersedia pilihan makanan ayam campur kedai direnovasi menambah daya tampung kenyamanan,positive,lezat batagor siomay kingsley letak kandung ikan tenggiri bahan baku padu bumbu rempah pilih kedai padat unjung sedia pilih makan ayam campur kedai renovasi tambah daya tampung nyaman
senang menginap hotel pasteur,positive,senang inap hotel pasteur
kota bandung dago pakar kesini susah berputar putar sungguh aduhai memanjakan mata makanan barat menu nasi nasi coba menu steak gede topping triliun,positive,kota bandung dago pakar kesini susah putar putar sungguh aduhai manja mata makan barat menu nasi nasi coba menu steak gede topping triliun
susah selamatkan orang waras kaderisasi berdua berasa hahahihi banget pentolan pindah agama,negative,susah selamat orang waras kaderisasi dua asa hahahihi banget pentol pindah agama
kali sarapan udara segar kopi panas mendoan sungguh pagi sempurna mendoan bikin ketagihan suasana udarang malam suasana dirasakan temaram mendoan mantap banget,positive,kali sarap udara segar kopi panas mendoan sungguh pagi sempurna mendoan bikin tagih suasana udarang malam suasana rasa temaram mendoan mantap banget
pengalaman makan harga makanan pusing antre cita makanan banget pemandangan jajanan pintu masuk bikin ribet ramai beli kupon duduk memadai emosi jiwa duluan nafsu makan,positive,alam makan harga makan pusing antre cita makan banget pandang jajan pintu masuk bikin ribet ramai beli kupon duduk pada emosi jiwa duluan nafsu makan
berlibur bandung kafe alternatif hang pasangan letak daerah dago giri sore pemandangan hijau terhampar duduk harga makanan mahal memesan chocolate,positive,libur bandung kafe alternatif hang pasang letak daerah dago giri sore pandang hijau hampar duduk harga makan mahal mes chocolate
menteri pendayagunaan aparatur negara reformasi birokrasi menyarankan melaporkan aparatur sipil negara netral,neutral,menteri pendayagunaan aparatur negara reformasi birokrasi saran lapor aparatur sipil negara netral
merekam layar android versi kitkat coba asus zenfone,neutral,rekam layar android versi kitkat coba asus zenfone
desain bangunan artistik dibangun view bagus berfoto makanan minuman mahal live musik menghibur,positive,desain bangun artistik bangun view bagus foto makan minum mahal live musik hibur
masuk segini pakai baju tidur kena jenuh kuliah beda beda alias,negative,masuk gin pakai baju tidur kena jenuh kuliah beda beda alias
makanan tesedia beragam peralatan makan kebanyakan peralatan antik suasana rumah makan santai makanan favorit tutug dimasak kuah pedas cendol hijau karedok putih minum gratis langsung teko antik,positive,makan tesedia agam alat makan banyak alat antik suasana rumah makan santai makan favorit tutug masak kuah pedas cendol hijau karedok putih minum gratis langsung teko antik
pemandangan bagus makanan deposit masuk pelayanan frofesional mengambil warga maklum lokasi lumayan haris pusat bandung,positive,pandang bagus makan deposit masuk layan frofesional ambil warga maklum lokasi lumayan haris pusat bandung
menyesal,negative,sesal
bandung urusan kuliner mencari orang cina makanan hujan udara bandung dingin memesan bubur seafood kehangatan nikmat menikmati bubur seafood hangat udara dingin sejuk,positive,bandung urus kuliner cari orang cina makan hujan udara bandung dingin mes bubur seafood hangat nikmat nikmat bubur seafood hangat udara dingin sejuk
kualitas tekstur roti cenderung kering standar harga murah harga basic burger isian chicken fish beef patty seharga ribu ukuran patty relatif lembar keju jamur irisan nanas tambahan biaya barang ribu kecuali tambahan patty coba lanjutan,positive,kualitas tekstur roti cenderung kering standar harga murah harga basic burger isi chicken fish beef patty harga ribu ukur patty relatif lembar keju jamur iris nanas tambah biaya barang ribu kecuali tambah patty coba lanjut
konon lindungi muhammak kelak dibakar neraka muhammak muslim bodoh,negative,konon lindung muhammak kelak bakar neraka muhammak muslim bodoh
srikandi anggota melani leimena dengarkan pidato politik bogor,neutral,srikandi anggota melani leimena dengar pidato politik bogor
senang jokowi orang sombong beliau sederhana bersyukur dijalani,positive,senang jokowi orang sombong beliau sederhana syukur jalan
simpang dago menawarkan menu lokasi perempatan jalan buka menjadikan strategis dijadikan janjian teman fasilitas lengkap toilet musala ibadah harga makanan simpang dago terbilang standar ukuran makanan cepat saji,positive,simpang dago tawar menu lokasi empat jalan buka jadi strategis jadi janji teman fasilitas lengkap toilet musala ibadah harga makan simpang dago bilang standar ukur makan cepat saji
mudah dijangkau memiliki cabang tersebar penjuru kota bandung daging empuk dibakar sempurna bumbu gurih,positive,mudah jangkau milik cabang sebar penjuru kota bandung daging empuk bakar sempurna bumbu gurih
berlibur lebaran kesusahan mencari hotel menginap hyper paskal malam berjalan kaki hotel mencari makan paskal makanan pasar ramai pilihan makanan dilengkapi live music,positive,libur lebaran susah cari hotel inap hyper paskal malam jalan kaki hotel cari makan paskal makan pasar ramai pilih makan lengkap live music
kambing bakar slogan unik terenak otomatis orang makan cabang jakarta berbeda kambing empuk berbau prengus bumbu dimakan nasi hangat kenyang cocok dimakan udara bandung dingin,positive,kambing bakar slogan unik enak otomatis orang makan cabang jakarta beda kambing empuk bau prengus bumbu makan nasi hangat kenyang cocok makan udara bandung dingin
lokasi kota bandung gerbang pembayaran peak total rupiah pemaksaan pungutan liar peak melewati gerbang makanan enak harga mahal pasta makanan standard k steak pemandangan bagus,positive,lokasi kota bandung gerbang bayar peak total rupiah paksa pungut liar peak lewat gerbang makan enak harga mahal pasta makan standard k steak pandang bagus
pemandangan indah menyantap makanan teman live music cocok pasangan keluarga pelayanan makanan enak,positive,pandang indah santap makan teman live music cocok pasang keluarga layan makan enak
kafe bunga terletak villa istana bunga kawasan peristirahatan suasana sejuk jalan lembang pilih area balkon menikmati senja indah matahari tenggelam perlahan gunung burangrang,positive,kafe bunga letak villa istana bunga kawasan istirahat suasana sejuk jalan lembang pilih area balkon nikmat senja indah matahari tenggelam perlahan gunung burangrang
dedi mulyadi berpasangan sosis ridwan kamil menang mutlak mudah dibaca warga jawa barat demiz pencapaian wagub sosis grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes,positive,dedi mulyadi pasang sosis ridwan kamil menang mutlak mudah baca warga jawa barat demiz capai wagub sosis grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes
restoran seafood orang cina makanan berdiri menu disajikan enak direkomendasikan menu kepiting saus tiram udang goreng telur asin kangkung plate harga makanan terjangkau porsi disajikan orang direkomendasikan makan rose flower restaurant,positive,restoran seafood orang cina makan diri menu saji enak rekomendasi menu kepiting saus tiram udang goreng telur asin kangkung plate harga makan jangkau porsi saji orang rekomendasi makan rose flower restaurant
tersedia sekat makan siang kotak kotak makan yooyee kotak bekal anti bocor,neutral,sedia sekat makan siang kotak kotak makan yooyee kotak bekal anti bocor
rakyat diperlakukan penghuni hewan taman safari periode,negative,rakyat laku huni hewan taman safari periode
pengecekan layanan mandiri verified visa layanan mandiri call email kantor cabang bank mandiri,neutral,kece layan mandiri verified visa layan mandiri call email kantor cabang bank mandiri
makan wajib njungi kaula muda laugh menu makanan memanjakan lidah khawatir harga menguras kantong laugh makan hemat enak gigolo kotak laugh,positive,makan wajib njungi kaula muda laugh menu makan manja lidah khawatir harga uras kantong laugh makan hemat enak gigolo kotak laugh
lumayan pilihan menu baso suasana ramai pelayan ramah cepat,positive,lumayan pilih menu baso suasana ramai layan ramah cepat
biarlah mejawab permainan yakinlah kejujuran sgala foldedhands victoryhand victoryhand victoryhand victoryhand ahok jokowi terbaik,positive,biar mejawab main yakin jujur sgala foldedhands victoryhand victoryhand victoryhand victoryhand ahok jokowi baik
coba ulasan orang sepiring ribu porsi sulit cari duduk makan mobil,negative,coba ulas orang piring ribu porsi sulit cari duduk makan mobil
bahaya,positive,bahaya
unesa,negative,unesa
jawa film bermutu,negative,jawa film mutu
restoran romantis pemandangan kota bandung bagus malam udara sejuk makanan disediakan masakan sunda international makanan harga tergolong mahal penyajian makanan,positive,restoran romantis pandang kota bandung bagus malam udara sejuk makan sedia masakan sunda international makan harga golong mahal saji makan
sedih banget laut dijadikan daratan kotor dibuang sampah sembarangan,negative,sedih banget laut jadi darat kotor buang sampah sembarang
senang bertandang mari mendengar lucu house looks creepy rute memesan liberica coffee almond coffee minum kopi berasa indonesia seru foto foto berasa negeri harga overpriced kebanyakan minum kopi hits zaman coba,positive,senang tandang mari dengar lucu house looks creepy rute mes liberica coffee almond coffee minum kopi asa indonesia seru foto foto asa negeri harga overpriced banyak minum kopi hits zaman coba
cari bubur buka pagi dibungkus bakso goreng enak,positive,cari bubur buka pagi bungkus bakso goreng enak
nikmati cicilan pemesanan tiket pesawat asia kartu kredit,neutral,nikmat cicil mesan tiket pesawat asia kartu kredit
pasta pesan harga enak buatan anak ramai suka diarahkan parkir tukang parkir memarkir paralel sisi pintu sopir merapat dinding batu kasar jarak mobil susah parkir,negative,pasta pesan harga enak buat anak ramai suka arah parkir tukang parkir parkir paralel sisi pintu sopir rapat dinding batu kasar jarak mobil susah parkir
teladan,positive,teladan
bandung singgah rest area cipularang sarapan jenis makanan sunda lezat burung goreng ikan bakar ikan goreng tempe goreng ikan goreng garing berbeda sambal enak lalapan mentah rebus mantap,positive,bandung singgah rest area cipularang sarap jenis makan sunda lezat burung goreng ikan bakar ikan goreng tempe goreng ikan goreng garing beda sambal enak lalap mentah rebus mantap
harga terjangkau masakan enak subjektif most rekomendasi masakan nasi hainama plus ayam bakar yamin manis lupa tambahkan side dish udang lumpia gila,positive,harga jangkau masakan enak subjektif most rekomendasi masakan nasi hainama plus ayam bakar yamin manis lupa tambah side dish udang lumpia gila
